,loc_x,loc_y,shot_made_flag,Region
15679,40.8,1.0,0.0,RB
15681,43.1,3.0,0.0,RB
15682,9.7,21.7,0.0,LW
15684,30.1,17.4,1.0,P
15685,41.1,11.8,0.0,RB
15686,7.399999999999999,7.2,0.0,LB
15688,35.2,25.3,0.0,RW
15689,24.5,21.0,0.0,TK
15692,33.0,12.5,1.0,RB
15694,35.7,1.0,1.0,RB
15696,13.2,9.2,1.0,LB
15697,8.899999999999999,15.0,0.0,LE
15699,36.2,10.5,0.0,RB
15701,7.600000000000001,20.6,1.0,LW
15702,6.399999999999999,11.4,0.0,LB
15703,37.6,15.6,1.0,RE
15704,39.8,10.0,0.0,RB
15705,42.4,17.4,0.0,RE
15707,11.7,8.2,0.0,LB
15708,38.0,11.7,1.0,RB
15709,44.5,16.0,0.0,RE
15711,12.2,13.7,1.0,LB
15712,33.5,6.3,0.0,RB
15713,36.3,16.9,1.0,RE
15714,12.2,4.0,1.0,LB
15716,36.8,17.8,0.0,RE
15718,38.1,1.7,1.0,RB
15719,35.2,17.1,0.0,RE
15720,37.8,4.5,0.0,RB
15721,23.4,6.4,0.0,P
15723,12.7,9.5,1.0,LB
15725,7.399999999999999,20.1,0.0,LW
15726,20.2,16.0,0.0,P
15727,29.4,4.9,1.0,P
15730,28.4,13.3,0.0,P
15731,9.7,21.9,0.0,LW
15732,22.1,9.4,1.0,P
15734,26.0,15.6,0.0,P
15740,16.3,17.9,0.0,LE
15744,20.9,8.1,1.0,P
15745,19.9,18.9,1.0,P
15747,7.800000000000001,17.6,0.0,LE
15748,5.300000000000001,7.2,0.0,LB
15751,39.8,22.7,0.0,RW
15752,17.9,25.2,0.0,TK
15755,45.5,2.2,1.0,RB
15756,6.800000000000001,2.8,1.0,LB
15758,43.4,1.3,0.0,RB
15759,25.0,4.9,1.0,P
15761,6.100000000000001,18.3,1.0,LW
15764,5.899999999999999,20.2,0.0,LW
15765,33.0,15.8,1.0,RE
15766,4.800000000000001,5.9,1.0,LB
15767,35.7,11.8,0.0,RB
15769,21.2,1.3,1.0,P
15770,36.7,5.1,0.0,RB
15771,38.1,16.4,0.0,RE
15772,14.7,24.8,1.0,LW
15773,8.2,21.2,1.0,LW
15774,26.1,5.4,0.0,P
15775,39.0,21.4,1.0,RE
15776,26.3,26.0,0.0,TK
15777,12.5,21.4,1.0,LE
15778,18.6,19.6,1.0,LE
15779,14.3,25.8,1.0,LW
15780,34.5,24.5,0.0,RE
15781,33.0,24.8,0.0,RE
15782,13.0,3.3,0.0,LB
15783,38.0,8.2,1.0,RB
15784,37.0,13.7,0.0,RB
15786,35.3,25.2,0.0,RW
15787,19.4,9.2,0.0,P
15792,42.6,2.2,1.0,RB
15793,15.5,24.5,0.0,LE
15794,34.2,15.5,0.0,RE
15795,12.0,16.3,0.0,LE
15796,41.6,1.0,0.0,RB
15797,45.4,1.0,0.0,RB
15800,21.4,4.6,1.0,P
15805,25.5,15.5,0.0,P
15807,48.0,11.2,1.0,RC
15808,43.2,18.1,1.0,RE
15809,48.6,7.4,0.0,RC
15811,29.4,9.2,0.0,P
15813,13.3,17.4,1.0,LE
15815,31.6,12.5,0.0,RB
15817,9.4,3.8,1.0,LB
15819,43.4,4.6,0.0,RB
15820,29.4,11.2,0.0,P
15823,30.4,16.4,1.0,P
15824,14.8,6.8,1.0,LB
15825,25.0,4.5,1.0,P
15826,27.3,0.2,0.0,P
15827,44.7,10.9,1.0,RB
15828,40.6,21.2,0.0,RW
15829,24.5,10.0,1.0,P
15830,40.6,20.4,0.0,RE
15831,41.1,12.0,0.0,RB
15833,45.0,15.1,0.0,RE
15834,23.5,0.5,0.0,P
15837,42.2,18.4,0.0,RE
15838,6.600000000000001,11.4,1.0,LB
15840,12.0,22.2,0.0,LE
15841,8.600000000000001,3.8,0.0,LB
15842,19.3,6.4,1.0,P
15843,41.4,5.8,0.0,RB
15845,23.5,0.5,0.0,P
15846,14.5,14.0,1.0,LB
15847,42.7,2.3,1.0,RB
15848,10.5,8.1,1.0,LB
15849,41.1,6.6,0.0,RB
15850,43.9,1.3,0.0,RB
15851,25.0,20.1,1.0,TK
15852,26.5,1.0,0.0,P
15853,40.6,10.7,1.0,RB
15854,39.6,16.1,1.0,RE
15855,7.800000000000001,13.2,0.0,LB
15856,24.0,1.3,1.0,P
15857,34.2,13.3,0.0,RB
15858,7.300000000000001,9.1,1.0,LB
15859,9.6,16.4,1.0,LE
15860,40.9,1.5,0.0,RB
15862,39.9,9.2,1.0,RB
15863,41.1,8.1,1.0,RB
15864,39.4,2.3,1.0,RB
15865,5.800000000000001,11.2,1.0,LB
15866,41.1,9.9,0.0,RB
15868,10.1,19.6,0.0,LE
15870,43.9,4.0,0.0,RB
15873,23.4,0.2,0.0,P
15877,16.5,16.4,0.0,LE
15880,15.6,1.5,1.0,LB
15884,23.9,20.6,1.0,TK
15885,36.7,13.8,0.0,RB
15887,41.4,8.2,1.0,RB
15890,7.100000000000001,3.6,0.0,LB
15895,37.6,10.4,1.0,RB
15896,45.9,20.6,0.0,RW
15897,8.399999999999999,0.5,0.0,LB
15898,39.8,23.3,0.0,RW
15900,40.4,23.7,1.0,RW
15901,40.9,12.0,0.0,RB
15904,38.3,0.2,1.0,RB
15907,11.5,14.0,1.0,LB
15910,22.2,17.9,0.0,P
15911,46.3,12.5,0.0,RB
15913,5.300000000000001,25.2,0.0,LW
15914,27.4,17.4,1.0,P
15915,15.0,16.4,0.0,LE
15916,12.0,3.5,0.0,LB
15917,40.1,24.2,0.0,RW
15919,28.8,14.5,0.0,P
15920,40.3,2.6,0.0,RB
15921,37.3,8.1,0.0,RB
15922,28.1,7.1,1.0,P
15923,21.4,9.5,0.0,P
15924,27.8,4.9,1.0,P
15927,34.4,4.8,0.0,RB
15931,40.1,0.2,1.0,RB
15932,34.2,7.1,1.0,RB
15933,42.2,14.3,0.0,RE
15936,42.6,4.6,0.0,RB
15940,44.7,10.9,0.0,RB
15941,41.9,13.8,0.0,RB
15943,19.3,25.0,0.0,TK
15944,15.1,4.1,0.0,LB
15945,38.0,17.4,0.0,RE
15946,48.5,1.0,1.0,RC
15951,26.5,15.1,1.0,P
15953,23.4,18.4,1.0,P
15954,31.4,6.9,0.0,RB
15955,18.9,25.5,0.0,TK
15956,7.899999999999999,0.7,1.0,LB
15958,37.0,10.4,1.0,RB
15959,6.899999999999999,12.8,0.0,LB
15960,26.1,9.4,0.0,P
15961,48.0,4.9,1.0,RC
15962,47.2,15.1,0.0,RW
15965,40.6,22.7,1.0,RW
15966,17.3,26.3,1.0,T
15968,43.2,12.3,0.0,RB
15969,25.0,22.5,0.0,TK
15970,13.2,13.7,0.0,LB
15973,44.9,16.9,1.0,RW
15975,41.1,20.2,0.0,RE
15976,29.9,16.6,0.0,P
15977,40.1,12.0,0.0,RB
15981,26.1,25.7,0.0,TK
15982,25.8,27.1,0.0,TK
15983,16.3,0.7,1.0,LB
15984,33.7,25.2,0.0,RE
15986,19.9,2.8,0.0,P
15988,46.0,15.6,0.0,RW
15990,6.899999999999999,20.7,0.0,LW
15992,45.2,17.8,0.0,RW
15993,48.0,12.5,0.0,RC
15994,47.8,2.2,0.0,RC
15995,42.9,18.3,0.0,RE
15997,25.3,3.6,1.0,P
15998,38.6,8.2,0.0,RB
15999,8.100000000000001,17.6,0.0,LE
16001,12.4,10.0,0.0,LB
16002,36.8,1.7,0.0,RB
16005,13.0,18.7,1.0,LE
16007,46.3,10.9,1.0,RB
16008,22.5,28.8,0.0,T
16009,41.1,9.5,0.0,RB
16010,39.6,6.6,0.0,RB
16011,33.5,13.2,0.0,RB
16013,30.2,12.3,0.0,P
16014,29.7,4.9,0.0,P
16015,44.2,16.9,0.0,RE
16016,23.2,9.5,0.0,P
16017,37.1,8.7,0.0,RB
16019,24.4,1.0,1.0,P
16021,41.4,17.9,0.0,RE
16022,23.9,0.7,1.0,P
16023,39.8,9.5,0.0,RB
16024,37.6,8.7,1.0,RB
16025,37.6,14.8,0.0,RE
16028,25.6,20.9,0.0,TK
16029,34.7,11.0,1.0,RB
16031,42.1,0.3,0.0,RB
16032,8.899999999999999,9.9,0.0,LB
16033,5.100000000000001,18.3,1.0,LW
16034,36.7,2.2,0.0,RB
16036,15.8,18.6,0.0,LE
16038,10.9,21.4,0.0,LE
16039,37.0,20.9,0.0,RE
16042,21.6,5.6,1.0,P
16045,36.8,21.9,0.0,RE
16046,7.399999999999999,4.5,0.0,LB
16048,38.3,17.1,1.0,RE
16049,19.4,5.6,0.0,P
16050,9.1,5.8,0.0,LB
16052,45.7,0.2,1.0,RB
16056,41.3,6.9,1.0,RB
16060,37.8,11.2,1.0,RB
16063,29.3,4.5,1.0,P
16064,37.1,23.3,0.0,RE
16065,9.2,9.5,0.0,LB
16067,26.1,20.4,1.0,TK
16068,18.6,5.1,1.0,LB
16069,11.2,3.0,0.0,LB
16071,6.100000000000001,10.7,0.0,LB
16073,5.5,11.2,0.0,LB
16074,32.5,1.7,0.0,RB
16078,27.3,19.9,0.0,TK
16081,24.0,26.5,0.0,TK
16082,40.1,1.5,1.0,RB
16083,6.100000000000001,21.2,0.0,LW
16084,40.9,21.0,1.0,RW
16085,17.8,24.7,1.0,TK
16086,33.0,25.8,1.0,TK
16087,14.7,24.5,1.0,LE
16088,26.1,25.2,0.0,TK
16093,11.2,13.0,0.0,LB
16094,41.3,1.8,1.0,RB
16095,25.8,3.1,1.0,P
16096,23.7,12.8,1.0,P
16097,18.4,7.1,1.0,LB
16098,39.3,15.0,0.0,RE
16100,37.8,23.7,0.0,RW
16101,15.3,13.5,0.0,LB
16102,35.7,17.9,1.0,RE
16103,40.8,24.2,0.0,RW
16104,41.1,0.2,1.0,RB
16105,11.7,15.5,1.0,LE
16106,13.2,1.7,0.0,LB
16107,37.8,22.9,1.0,RE
16108,39.4,7.1,0.0,RB
16110,34.7,3.3,0.0,RB
16111,44.4,0.5,1.0,RB
16113,20.2,11.2,0.0,P
16114,37.6,15.5,1.0,RE
16116,46.2,7.9,0.0,RB
16118,42.9,19.7,1.0,RW
16122,26.5,6.1,1.0,P
16124,8.899999999999999,24.2,0.0,LW
16125,39.0,14.6,1.0,RE
16128,40.1,19.9,1.0,RE
16129,43.1,0.2,0.0,RB
16130,28.1,3.1,0.0,P
16132,17.5,15.8,1.0,LE
16133,23.7,1.0,0.0,P
16134,39.8,11.0,0.0,RB
16135,41.1,20.6,1.0,RW
16136,40.8,20.9,0.0,RW
16137,41.7,1.0,0.0,RB
16138,37.5,23.8,0.0,RW
16139,23.0,1.0,1.0,P
16140,8.100000000000001,14.1,0.0,LE
16141,32.1,7.2,0.0,RB
16142,38.0,7.4,1.0,RB
16146,42.9,2.6,0.0,RB
16153,8.2,17.4,0.0,LE
16155,34.2,14.6,0.0,RE
16156,31.9,2.2,1.0,RB
16157,8.7,14.8,0.0,LE
16158,25.0,19.9,1.0,TK
16159,4.600000000000001,3.6,1.0,LB
16160,31.6,23.3,0.0,TK
16161,6.300000000000001,6.8,0.0,LB
16162,19.6,13.3,1.0,P
16163,8.399999999999999,16.1,1.0,LE
16164,30.4,20.9,1.0,TK
16165,2.8000000000000007,14.0,0.0,LC
16166,31.7,21.9,1.0,TK
16167,19.6,2.3,0.0,P
16168,27.6,20.4,1.0,TK
16169,26.6,8.9,0.0,P
16170,11.2,20.6,0.0,LE
16171,5.600000000000001,15.3,0.0,LE
16172,32.4,13.5,1.0,RB
16174,6.899999999999999,16.1,1.0,LE
16177,14.3,15.1,0.0,LE
16178,42.4,17.6,1.0,RE
16179,9.2,20.1,0.0,LE
16181,7.800000000000001,3.6,1.0,LB
16182,40.1,23.2,0.0,RW
16183,32.9,19.1,1.0,RE
16184,24.0,3.5,0.0,P
16185,18.8,19.9,1.0,TK
16186,45.4,14.1,0.0,RE
16189,35.2,18.4,0.0,RE
16190,14.2,22.0,0.0,LE
16192,43.2,3.1,0.0,RB
16194,8.2,21.7,1.0,LW
16195,40.1,21.0,1.0,RE
16196,42.7,19.9,0.0,RW
16198,9.1,20.1,0.0,LE
16200,14.0,15.8,0.0,LE
16203,47.5,8.7,1.0,RC
16205,39.3,22.7,0.0,RW
16207,35.8,23.0,0.0,RE
16208,12.0,8.1,0.0,LB
16209,19.6,7.1,1.0,P
16212,6.600000000000001,20.9,0.0,LW
16213,28.6,4.6,0.0,P
16216,41.9,11.7,1.0,RB
16217,11.5,16.3,0.0,LE
16219,37.8,14.3,0.0,RE
16220,15.6,25.8,1.0,LW
16221,14.5,15.3,0.0,LE
16222,7.800000000000001,20.1,1.0,LW
16223,31.2,9.7,0.0,RB
16224,41.4,18.7,1.0,RE
16226,36.5,0.3,0.0,RB
16228,10.1,13.8,0.0,LB
16234,24.2,26.1,0.0,TK
16236,45.4,13.0,1.0,RB
16237,3.1999999999999993,15.0,0.0,LW
16238,9.7,19.7,0.0,LE
16243,5.899999999999999,0.8,0.0,LB
16245,43.6,0.8,0.0,RB
16247,13.7,22.4,1.0,LE
16248,25.1,25.0,1.0,TK
16249,44.4,16.3,0.0,RE
16251,42.2,10.4,0.0,RB
16253,47.0,15.8,0.0,RW
16254,42.2,10.7,0.0,RB
16256,9.1,9.7,0.0,LB
16259,37.3,11.5,1.0,RB
16260,5.600000000000001,17.6,1.0,LW
16261,39.3,10.7,0.0,RB
16263,13.2,9.2,0.0,LB
16264,13.7,3.3,1.0,LB
16266,6.100000000000001,0.2,1.0,LB
16267,38.0,7.2,0.0,RB
16268,12.0,21.4,1.0,LE
16269,41.3,20.2,0.0,RE
16271,26.8,5.1,1.0,P
16274,39.1,21.2,1.0,RE
16275,32.1,24.7,0.0,TK
16276,36.7,23.0,0.0,RE
16278,16.6,17.4,0.0,LE
16279,43.6,19.1,1.0,RW
16280,5.300000000000001,17.4,0.0,LW
16283,38.0,15.6,0.0,RE
16285,41.4,20.1,1.0,RE
16287,25.0,21.0,1.0,TK
16288,37.1,24.7,1.0,RW
16289,37.8,22.9,1.0,RE
16290,35.0,23.3,1.0,RE
16292,6.600000000000001,10.5,1.0,LB
16293,37.1,25.2,1.0,RW
16294,25.1,25.0,0.0,TK
16295,10.9,16.3,0.0,LE
16296,37.1,21.9,0.0,RE
16297,5.600000000000001,18.6,1.0,LW
16299,18.3,19.4,1.0,LE
16300,5.100000000000001,17.8,0.0,LW
16302,41.6,3.0,1.0,RB
16306,43.9,23.3,1.0,RW
16307,37.1,12.8,1.0,RB
16308,43.6,0.7,0.0,RB
16310,6.800000000000001,17.3,0.0,LE
16315,45.0,19.2,0.0,RW
16316,48.5,6.6,0.0,RC
16317,42.7,20.4,0.0,RW
16320,9.2,2.3,0.0,LB
16326,41.3,13.5,0.0,RB
16327,31.2,25.2,1.0,TK
16328,1.1999999999999993,2.2,0.0,LC
16329,39.6,11.0,0.0,RB
16330,16.0,17.6,1.0,LE
16331,7.600000000000001,18.6,1.0,LE
16333,2.5,12.0,0.0,LC
16334,41.1,12.8,0.0,RB
16335,39.8,5.8,0.0,RB
16338,39.3,6.9,1.0,RB
16342,11.7,21.9,0.0,LE
16343,44.4,15.6,0.0,RE
16346,41.7,9.1,1.0,RB
16347,34.4,16.0,1.0,RE
16352,39.6,21.4,0.0,RE
16355,43.6,17.8,1.0,RE
16356,33.4,14.6,1.0,RE
16357,28.6,18.7,1.0,P
16358,48.8,5.9,0.0,RC
16359,32.7,5.3,0.0,RB
16362,11.2,14.0,0.0,LB
16363,39.0,1.7,1.0,RB
16364,37.0,16.4,1.0,RE
16365,37.8,23.0,0.0,RE
16368,8.7,15.1,1.0,LE
16369,17.0,24.3,0.0,LE
16370,37.5,7.9,1.0,RB
16372,9.7,2.3,1.0,LB
16373,44.5,17.6,0.0,RW
16375,34.7,15.6,0.0,RE
16376,28.8,14.5,1.0,P
16377,11.7,5.6,1.0,LB
16378,14.8,3.3,1.0,LB
16380,31.9,17.6,1.0,RE
16382,17.3,15.5,0.0,LE
16383,22.9,18.7,0.0,P
16384,10.5,15.3,0.0,LE
16385,10.7,25.2,1.0,LW
16386,41.7,15.5,0.0,RE
16389,6.800000000000001,18.7,0.0,LW
16390,15.0,13.2,0.0,LB
16392,30.1,26.0,0.0,TK
16394,27.1,31.9,0.0,T
16395,44.0,1.5,0.0,RB
16396,36.5,2.8,0.0,RB
16398,9.6,19.7,1.0,LE
16399,30.7,26.8,0.0,TK
16401,32.7,2.8,1.0,RB
16402,6.899999999999999,16.1,0.0,LE
16403,17.0,20.2,0.0,LE
16404,6.600000000000001,16.4,0.0,LE
16405,6.800000000000001,16.1,1.0,LE
16406,38.6,13.2,0.0,RB
16408,35.3,17.6,0.0,RE
16410,5.0,16.8,0.0,LW
16411,7.899999999999999,26.3,0.0,LW
16412,41.3,24.3,1.0,RW
16413,6.800000000000001,16.0,0.0,LE
16414,2.5,17.9,0.0,LW
16416,29.6,24.5,0.0,TK
16417,39.8,1.0,0.0,RB
16418,39.6,7.9,0.0,RB
16419,41.4,18.4,1.0,RE
16420,41.1,3.0,1.0,RB
16421,33.9,6.8,1.0,RB
16422,11.5,9.4,1.0,LB
16423,12.2,20.7,1.0,LE
16424,41.6,17.8,1.0,RE
16425,5.899999999999999,15.3,0.0,LE
16426,7.800000000000001,18.1,0.0,LE
16428,9.7,7.2,0.0,LB
16430,6.300000000000001,16.4,0.0,LE
16431,24.8,6.8,0.0,P
16432,38.1,5.4,0.0,RB
16433,40.8,20.2,1.0,RE
16434,5.0,15.3,0.0,LE
16437,40.9,19.1,1.0,RE
16438,39.0,20.4,0.0,RE
16439,42.2,19.9,0.0,RW
16441,40.9,2.3,1.0,RB
16442,40.3,1.5,0.0,RB
16444,7.899999999999999,17.6,1.0,LE
16447,40.8,3.3,1.0,RB
16448,34.8,9.2,0.0,RB
16449,41.1,20.9,0.0,RW
16451,20.7,4.3,1.0,P
16453,5.5,1.2,1.0,LB
16454,40.9,3.6,1.0,RB
16455,13.5,14.5,1.0,LE
16456,41.1,1.5,1.0,RB
16457,23.9,24.2,1.0,TK
16458,42.2,17.6,0.0,RE
16460,14.3,22.9,0.0,LE
16461,41.3,11.0,0.0,RB
16462,41.6,8.1,1.0,RB
16463,26.0,7.1,0.0,P
16464,24.2,2.5,0.0,P
16468,18.1,24.3,0.0,TK
16469,11.2,14.5,1.0,LE
16470,26.3,2.0,0.0,P
16471,25.0,3.1,1.0,P
16472,36.5,3.5,0.0,RB
16474,7.800000000000001,17.4,1.0,LE
16475,23.9,25.8,0.0,TK
16477,25.5,20.1,0.0,TK
16479,44.5,17.3,1.0,RW
16480,25.8,24.8,0.0,TK
16482,26.1,3.0,1.0,P
16483,13.2,23.5,0.0,LE
16484,24.7,26.8,0.0,TK
16485,7.100000000000001,6.8,0.0,LB
16487,33.2,18.3,1.0,RE
16489,24.8,24.8,1.0,TK
16491,12.5,0.7,0.0,LB
16494,0.8999999999999986,1.2,0.0,LC
16495,12.8,22.5,0.0,LE
16498,30.4,1.7,0.0,P
16499,43.7,6.1,0.0,RB
16500,19.8,23.8,1.0,TK
16504,1.5,6.4,0.0,LC
16505,29.3,25.0,0.0,TK
16507,5.600000000000001,1.8,1.0,LB
16508,25.1,14.6,1.0,P
16509,9.9,1.0,1.0,LB
16510,9.9,4.5,1.0,LB
16511,35.5,15.1,1.0,RE
16512,16.8,25.8,0.0,LE
16513,5.5,18.7,1.0,LW
16515,5.5,16.1,0.0,LE
16518,9.9,13.8,0.0,LB
16519,14.3,1.5,1.0,LB
16520,10.7,7.6,0.0,LB
16521,11.2,22.0,0.0,LE
16522,33.7,24.8,1.0,RE
16524,47.8,5.4,0.0,RC
16527,10.2,22.2,0.0,LW
16528,1.8000000000000007,0.5,1.0,LC
16529,38.1,1.3,0.0,RB
16531,14.0,10.2,0.0,LB
16533,41.7,21.2,0.0,RW
16538,8.2,8.4,0.0,LB
16539,20.7,1.5,0.0,P
16540,39.6,15.0,0.0,RE
16541,41.6,0.5,0.0,RB
16542,5.800000000000001,17.6,0.0,LW
16543,21.4,7.4,1.0,P
16545,41.4,11.8,0.0,RB
16546,36.0,23.0,1.0,RE
16547,6.800000000000001,12.0,0.0,LB
16549,25.0,8.4,0.0,P
16553,26.0,20.4,1.0,TK
16554,25.0,18.7,0.0,P
16555,31.2,3.6,0.0,RB
16556,24.7,25.7,0.0,TK
16557,26.3,20.9,1.0,TK
16558,30.2,1.3,1.0,P
16559,22.4,8.2,0.0,P
16560,31.2,11.8,0.0,RB
16562,2.6999999999999993,2.0,1.0,LC
16563,19.6,10.9,0.0,P
16564,39.6,4.1,0.0,RB
16565,30.7,4.1,0.0,P
16567,35.3,17.6,1.0,RE
16570,5.600000000000001,18.7,0.0,LW
16571,16.1,15.0,0.0,LE
16573,15.0,3.0,1.0,LB
16574,33.2,19.4,1.0,RE
16576,36.3,24.3,1.0,RW
16577,7.600000000000001,19.9,1.0,LW
16578,43.4,1.2,1.0,RB
16579,35.7,24.8,1.0,RW
16580,41.3,1.3,0.0,RB
16584,36.8,13.2,0.0,RB
16585,39.6,22.0,0.0,RW
16587,38.1,0.2,1.0,RB
16590,24.4,3.3,1.0,P
16591,36.7,23.3,1.0,RE
16592,35.5,23.7,1.0,RE
16594,5.5,0.3,0.0,LB
16596,44.2,18.6,0.0,RW
16597,40.8,21.4,0.0,RW
16598,17.3,9.9,1.0,LB
16600,18.4,15.0,0.0,LE
16603,39.8,20.9,0.0,RE
16608,40.3,16.3,1.0,RE
16609,23.7,25.8,0.0,TK
16610,12.2,12.5,0.0,LB
16611,38.6,13.2,0.0,RB
16612,39.6,2.3,0.0,RB
16613,8.399999999999999,18.9,0.0,LE
16617,44.2,17.6,1.0,RW
16618,44.2,17.4,0.0,RW
16620,48.8,5.9,1.0,RC
16621,11.9,15.6,0.0,LE
16622,39.4,7.1,0.0,RB
16623,39.8,21.9,1.0,RW
16624,5.300000000000001,18.6,1.0,LW
16625,3.6000000000000014,13.0,0.0,LB
16626,26.1,7.1,1.0,P
16627,19.4,9.1,0.0,P
16628,5.0,14.0,0.0,LB
16631,41.1,6.6,1.0,RB
16633,7.899999999999999,9.9,1.0,LB
16634,29.4,24.8,0.0,TK
16635,11.9,20.4,1.0,LE
16636,16.1,12.0,0.0,LB
16637,6.800000000000001,16.0,1.0,LE
16641,7.300000000000001,17.4,0.0,LE
16642,14.5,25.8,1.0,LW
16643,46.5,14.0,0.0,RB
16644,12.0,18.3,0.0,LE
16645,19.6,21.0,1.0,TK
16646,10.5,15.3,1.0,LE
16647,26.1,19.4,0.0,TK
16648,30.4,9.4,1.0,P
16649,2.5,0.3,0.0,LC
16651,32.9,18.9,0.0,RE
16653,16.8,4.8,0.0,LB
16654,34.4,15.6,0.0,RE
16655,38.8,11.4,1.0,RB
16658,43.2,4.9,1.0,RB
16659,7.100000000000001,7.9,0.0,LB
16660,46.2,14.0,0.0,RB
16663,11.0,19.7,0.0,LE
16665,10.9,21.0,0.0,LE
16667,29.1,7.1,0.0,P
16668,12.5,18.9,1.0,LE
16669,38.0,22.9,0.0,RE
16671,29.6,8.4,0.0,P
16672,20.1,3.3,1.0,P
16675,10.4,15.8,1.0,LE
16676,37.8,22.4,0.0,RE
16679,41.3,19.7,1.0,RE
16680,39.6,7.1,0.0,RB
16681,39.3,16.9,1.0,RE
16682,28.1,8.4,0.0,P
16684,8.899999999999999,10.4,1.0,LB
16685,7.300000000000001,9.1,1.0,LB
16686,40.8,12.7,1.0,RB
16688,33.2,18.1,1.0,RE
16689,6.100000000000001,1.5,0.0,LB
16690,13.2,13.2,0.0,LB
16691,40.4,5.8,1.0,RB
16693,10.2,20.9,1.0,LE
16694,36.7,14.6,0.0,RE
16695,37.1,25.3,0.0,RW
16697,10.2,20.2,0.0,LE
16698,39.4,5.4,1.0,RB
16699,25.6,10.0,1.0,P
16700,27.0,1.2,1.0,P
16701,12.4,24.0,0.0,LW
16702,23.4,0.7,1.0,P
16703,23.0,1.3,0.0,P
16705,9.6,7.1,0.0,LB
16706,22.5,2.0,1.0,P
16707,26.0,6.8,0.0,P
16708,9.9,11.4,0.0,LB
16710,9.4,0.5,0.0,LB
16712,39.8,9.4,1.0,RB
16716,27.0,1.5,1.0,P
16717,12.0,3.6,0.0,LB
16718,10.5,15.3,1.0,LE
16720,46.7,16.3,0.0,RW
16723,40.1,16.3,0.0,RE
16724,4.100000000000001,13.8,1.0,LB
16726,38.3,15.1,0.0,RE
16727,15.8,17.9,0.0,LE
16728,7.100000000000001,19.1,0.0,LW
16730,13.5,15.8,0.0,LE
16733,39.4,14.6,0.0,RE
16734,42.7,20.4,0.0,RW
16736,15.1,14.5,1.0,LE
16738,7.600000000000001,10.5,1.0,LB
16739,5.600000000000001,0.5,1.0,LB
16742,5.0,4.1,0.0,LB
16743,44.7,14.0,0.0,RB
16744,46.0,15.8,0.0,RW
16745,25.1,20.6,0.0,TK
16749,47.5,9.2,0.0,RC
16750,26.6,3.6,1.0,P
16752,34.4,0.3,1.0,RB
16753,44.9,40.1,0.0,RW
16755,2.3000000000000007,8.4,1.0,LC
16756,2.6999999999999993,10.5,0.0,LC
16757,35.8,21.9,0.0,RE
16758,35.3,15.5,0.0,RE
16760,31.7,25.0,1.0,TK
16761,11.9,20.2,0.0,LE
16762,14.2,16.8,0.0,LE
16763,35.7,21.7,0.0,RE
16766,36.3,21.5,0.0,RE
16768,38.3,10.5,0.0,RB
16769,16.3,24.8,0.0,LE
16771,23.4,13.5,0.0,P
16772,1.0,10.0,0.0,LC
16774,30.9,8.2,1.0,P
16776,44.0,17.4,0.0,RE
16777,12.5,3.3,0.0,LB
16782,21.2,8.7,0.0,P
16783,13.8,12.0,0.0,LB
16784,12.2,5.6,1.0,LB
16785,5.899999999999999,18.7,1.0,LW
16786,7.800000000000001,17.6,0.0,LE
16788,28.9,9.2,1.0,P
16789,9.4,13.0,0.0,LB
16790,36.2,5.4,0.0,RB
16791,24.4,6.8,0.0,P
16792,38.1,11.8,1.0,RB
16795,17.6,6.6,0.0,LB
16796,33.9,11.8,0.0,RB
16797,41.3,10.5,0.0,RB
16798,20.1,6.1,1.0,P
16802,10.9,23.3,1.0,LW
16803,24.7,15.1,0.0,P
16804,40.3,20.6,0.0,RE
16805,36.3,23.5,0.0,RE
16808,8.2,2.6,1.0,LB
16809,9.4,13.0,0.0,LB
16810,10.4,12.7,0.0,LB
16813,9.6,13.5,1.0,LB
16814,34.5,18.7,0.0,RE
16816,3.6000000000000014,1.8,1.0,LB
16817,9.6,16.4,1.0,LE
16818,37.6,15.0,0.0,RE
16820,5.800000000000001,17.6,1.0,LW
16821,5.5,19.9,1.0,LW
16823,20.1,2.3,0.0,P
16824,3.5,14.6,1.0,LE
16826,42.6,4.1,1.0,RB
16827,20.4,24.5,1.0,TK
16829,32.2,24.3,1.0,TK
16830,8.899999999999999,22.5,0.0,LW
16831,42.7,18.1,0.0,RE
16833,23.9,25.5,0.0,TK
16836,11.7,10.5,1.0,LB
16840,22.1,5.6,1.0,P
16845,29.1,4.1,0.0,P
16846,30.1,27.8,1.0,T
16849,11.7,15.5,1.0,LE
16850,39.6,8.6,1.0,RB
16851,9.7,1.7,1.0,LB
16852,39.3,9.9,0.0,RB
16853,30.7,20.2,1.0,TK
16854,37.6,11.8,0.0,RB
16855,33.0,14.0,0.0,RB
16856,36.2,13.3,0.0,RB
16857,38.3,23.3,1.0,RW
16858,37.5,13.2,1.0,RB
16859,33.5,15.0,0.0,RE
16860,10.9,17.3,1.0,LE
16861,7.300000000000001,6.8,0.0,LB
16865,4.300000000000001,7.9,1.0,LB
16866,10.5,21.9,1.0,LW
16867,8.600000000000001,19.6,1.0,LE
16868,38.5,24.7,1.0,RW
16869,45.0,16.6,1.0,RW
16875,41.6,5.1,0.0,RB
16879,13.8,1.8,0.0,LB
16881,47.5,12.3,0.0,RC
16882,19.9,6.4,0.0,P
